"product_id","product_title","handle","status","launch_tag","variant_id","variant_title","sku","available_for_sale","inventory_quantity","price","unit_cost","canada_shipping_cap","needs_quote","quote_item_cost","quote_shipping_cost","quote_delivery_window","quote_service","quote_stock","quote_result","notes"
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572628218","1000Pcs","14:350853#1000Pcs","True","99993","29.54","11.81","3.41","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572464378","100Pcs","14:29#100Pcs","True","0","10.51","4.21","1.01","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572398842","1200Pcs","14:350850#1200Pcs","True","99999","35.90","14.36","4.20","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572726522","1500Pcs","14:365458#1500Pcs","True","99999","40.40","16.16","4.76","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572759290","2000Pcs","14:350852#2000Pcs","True","99996","45.18","18.07","5.37","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572366074","200Pcs","14:193#200Pcs","True","99987","12.31","4.92","1.25","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572497146","300Pcs","14:175#300Pcs","True","7","14.13","5.65","1.47","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572529914","400Pcs","14:10#400Pcs","True","99995","17.44","6.98","1.88","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572562682","500Pcs","14:691#500Pcs","True","199","10.94","4.37","1.08","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572431610","600Pcs","14:173#600Pcs","True","99994","21.59","8.64","2.40","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572660986","700Pcs","14:366#700Pcs","True","99996","23.63","9.45","2.66","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572693754","800Pcs","14:1052#800Pcs","True","99999","25.81","10.32","2.94","no","","","","","","",""
"9326918926586","1-20Packs 100Pcs/Pack Wooden Sticks Baby Cotton Swabs Cleaning of Ears Tampons Health Beauty Cotton Swab Cleaning Cotton Buds","1-20packs-100pcs-pack-wooden-sticks-baby-cotton-swabs-cleaning-of-ears-tampons-health-beauty-cotton-swab-cleaning-cotton-buds","DRAFT","no","49738572595450","900Pcs","14:496#900Pcs","True","99997","27.50","11.00","3.15","no","","","","","","",""
"9326920073466","1/2PCS Men Business Watches Fashion Men's Steel Band Quartz Watch with Bracelet?Box not Included?","1-2pcs-men-business-watches-fashion-mens-steel-band-quartz-watch-with-bracelet-box-not-included","DRAFT","no","49738576920826","Black Only Watch","14:201447303#Black Only Watch","True","44","11.39","4.56","1.12","yes","","","","","","",""
"9326920073466","1/2PCS Men Business Watches Fashion Men's Steel Band Quartz Watch with Bracelet?Box not Included?","1-2pcs-men-business-watches-fashion-mens-steel-band-quartz-watch-with-bracelet-box-not-included","DRAFT","no","49738576953594","Black Without Box","14:201447598#Black Without Box","True","35","15.44","6.17","1.64","yes","","","","","","",""
"9326920073466","1/2PCS Men Business Watches Fashion Men's Steel Band Quartz Watch with Bracelet?Box not Included?","1-2pcs-men-business-watches-fashion-mens-steel-band-quartz-watch-with-bracelet-box-not-included","DRAFT","no","49738577019130","White Only Watch","14:200005100#White Only Watch","True","47","10.51","4.21","1.01","yes","","","","","","",""
"9326920073466","1/2PCS Men Business Watches Fashion Men's Steel Band Quartz Watch with Bracelet?Box not Included?","1-2pcs-men-business-watches-fashion-mens-steel-band-quartz-watch-with-bracelet-box-not-included","DRAFT","no","49738576986362","White Without Box","14:350853#White Without Box","True","20","13.47","5.39","1.39","yes","","","","","","",""
"9326921056506","15cm Women's Rabbit Fur Keychain Bag Car Pendant Jewelry Decoration Fashionable Accessory for Bags And Gifts","15cm-womens-rabbit-fur-keychain-bag-car-pendant-jewelry-decoration-fashionable-accessory-for-bags-and-gifts","DRAFT","no","49738580033786","Black / About 15 cm","14:175#Black;5:200883728#About 15 cm","True","15","10.97","4.39","1.07","yes","","","","","","",""
"9326921056506","15cm Women's Rabbit Fur Keychain Bag Car Pendant Jewelry Decoration Fashionable Accessory for Bags And Gifts","15cm-womens-rabbit-fur-keychain-bag-car-pendant-jewelry-decoration-fashionable-accessory-for-bags-and-gifts","DRAFT","no","49738580263162","Brown long eared / About 15 cm","14:200001951#Brown long eared;5:200883728#About 15 cm","True","3","13.64","5.46","1.41","yes","","","","","","",""
"9326921056506","15cm Women's Rabbit Fur Keychain Bag Car Pendant Jewelry Decoration Fashionable Accessory for Bags And Gifts","15cm-womens-rabbit-fur-keychain-bag-car-pendant-jewelry-decoration-fashionable-accessory-for-bags-and-gifts","DRAFT","no","49738580099322","Dark gray / About 15 cm","14:366#Dark gray;5:200883728#About 15 cm","True","6","9.81","3.92","0.93","yes","","","","","","",""
"9326921056506","15cm Women's Rabbit Fur Keychain Bag Car Pendant Jewelry Decoration Fashionable Accessory for Bags And Gifts","15cm-womens-rabbit-fur-keychain-bag-car-pendant-jewelry-decoration-fashionable-accessory-for-bags-and-gifts","DRAFT","no","49738580066554","Green / About 15 cm","14:691#Green;5:200883728#About 15 cm","True","7","10.83","4.33","1.06","yes","","","","","","",""
"9326921056506","15cm Women's Rabbit Fur Keychain Bag Car Pendant Jewelry Decoration Fashionable Accessory for Bags And Gifts","15cm-womens-rabbit-fur-keychain-bag-car-pendant-jewelry-decoration-fashionable-accessory-for-bags-and-gifts","DRAFT","no","49738579935482","Khaki / About 15 cm","14:173#Khaki;5:200883728#About 15 cm","True","12","10.20","4.08","0.98","yes","","","","","","",""
"9326921056506","15cm Women's Rabbit Fur Keychain Bag Car Pendant Jewelry Decoration Fashionable Accessory for Bags And Gifts","15cm-womens-rabbit-fur-keychain-bag-car-pendant-jewelry-decoration-fashionable-accessory-for-bags-and-gifts","DRAFT","no","49738580164858","Light gray / About 15 cm","14:29#Light gray;5:200883728#About 15 cm","True","3","9.99","3.99","0.96","yes","","","","","","",""
"9326921056506","15cm Women's Rabbit Fur Keychain Bag Car Pendant Jewelry Decoration Fashionable Accessory for Bags And Gifts","15cm-womens-rabbit-fur-keychain-bag-car-pendant-jewelry-decoration-fashionable-accessory-for-bags-and-gifts","DRAFT","no","49738580132090","Pink A / About 15 cm","14:10#Pink A;5:200883728#About 15 cm","True","2","10.83","4.33","1.06","yes","","","","","","",""
"9326921056506","15cm Women's Rabbit Fur Keychain Bag Car Pendant Jewelry Decoration Fashionable Accessory for Bags And Gifts","15cm-womens-rabbit-fur-keychain-bag-car-pendant-jewelry-decoration-fashionable-accessory-for-bags-and-gifts","DRAFT","no","49738579968250","Pink B / About 15 cm","14:1052#Pink B;5:200883728#About 15 cm","True","2","9.92","3.97","0.94","yes","","","","","","",""
